id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
743,-1.3208381,21.438295,-10.588476,17.658844,7.646322,-6.7789044,19.98005,-5.0785003,-1.7093862,5.6717486,1.3206882,5.565732,-20.707912,-18.292885,12.619582,13.580914,-9.586279,-2.162033,-51.135353,-38.516083,22.042143,5.2545624,-5.703852,33.934452,-10.417211,23.647211,15.439238,-31.38749,-4.010393,17.802107,11.804027,19.486893,13.234616,4.069825,10.136669,-4.9936876,5.6905375,-2.8420098,-9.276424,17.59697,-5.1793385,6.0304623,-19.46329,2.6204574,13.182335,33.335743,10.123714,-55.95691,-23.387653,-26.624306,-3.032741,4.537226,2.714466,-8.743097,-11.470369,-21.9398,-22.653677,-12.36243,3.0467653,18.171412,6.1869593,-5.6180515,-1.7511656,10.985532,-14.538402,2.0151615,-16.398106,-25.114069,-6.3182263,-18.293503,-22.547472,-8.328129,-6.935728,-24.879667,-15.954092,-9.041805,3.1667585,-30.456974,19.846746,16.144062,12.443189,-14.619614,11.009248,-26.956808,-8.64432,14.627871,-22.585957,-30.114428,-20.721739,-33.451385,7.761729,-18.123156,23.013432,15.533,29.327667,-30.022007,-8.537306,-0.39457494,-28.524002
744,52.019905,44.469154,-37.42936,74.71331,32.86407,-15.269449,27.940575,22.583443,-2.2872941,2.915948,14.84873,38.87627,-12.141973,-54.031395,-5.0179105,70.79788,27.688326,-67.69761,-65.08411,-9.852963,-36.853455,115.296646,-54.58184,-17.3526,-29.811441,33.595688,11.527867,-22.822723,39.00943,40.14509,-33.656303,-40.392918,56.000507,-22.49904,-39.068462,21.646297,79.12678,4.3369336,-0.8256352,-17.821627,-16.328787,63.08323,-15.303974,-28.618074,-29.276062,1.4148916,-1.5394666,-89.57945,-75.11248,9.446677,-59.607857,44.017143,4.2590265,-16.05682,-15.630659,12.553661,-43.253807,-37.026436,-29.836235,41.862576,26.963879,37.057327,11.833745,15.535341,49.932323,21.714268,-31.002361,-1.2101325,-11.337671,-81.42141,12.269836,52.85665,32.924988,12.589164,-53.43977,5.841482,-7.2377253,19.318539,-12.304848,13.676828,-3.4468675,-47.461052,-40.921555,-26.900826,-22.608849,5.214875,-44.998486,-20.374035,2.3306968,-4.430738,81.32009,-1.2256768,67.19294,25.534977,53.808872,-37.67514,-7.6877112,15.101753,-8.181923
746,19.668528,-2.4282699,-0.9220614,-4.2877874,-5.3400073,-0.6783172,3.4335964,-2.7903478,-5.143073,-9.312235,-14.762753,17.20897,-10.776421,26.26409,7.663193,-29.077776,31.809212,7.733687,-7.909708,2.383774,7.881281,-6.6588025,1.54929,13.080936,4.5305853,-16.321873,-6.5748644,-7.913562,-6.1591043,-5.876935,9.6515255,-12.319494,2.4019656,-3.9218535,-11.732989,-9.179552,-8.148642,-11.513277,3.7428193,-18.167551,-3.9955192,1.7686032,-1.1596373,24.064415,18.300547,-7.5466337,-6.933898,-1.2618345,23.883118,6.2902093,16.168371,-27.641878,-13.867931,22.717812,-1.3230977,-3.6241076,-5.6782656,-5.9828987,6.3461547,5.676881,18.51653,-18.573921,-8.974047,0.3694396,-26.304667,-12.866934,4.4771037,-7.512746,-10.173922,-12.745123,-16.607475,-2.8792186,-28.934793,-15.969139,12.02764,-1.9909668,-12.359653,0.9644302,9.611663,-6.886193,-9.583953,1.2605486,1.778379,-4.832114,9.36463,23.090073,-3.7619588,-21.873148,-28.48305,-3.5407887,-10.510666,-4.3253145,-0.8075515,10.297285,-11.532422,21.046518,-16.317217,14.636176,19.743517
750,-16.388624,4.472521,-14.299097,9.127279,10.26309,-7.335493,-14.534012,-4.9629755,7.2778773,17.957226,18.046862,-12.455438,20.730282,-13.652195,8.0110445,-2.1678147,-34.4744,13.7540865,-4.097208,-34.722084,1.6805019,-13.370562,6.598507,10.744615,1.5903718,15.985078,16.13845,-8.122521,-7.1204724,-17.804066,-4.8324547,13.998056,-15.85532,-12.601398,25.915125,2.0187674,-4.8336897,-12.768333,1.6493428,7.6147385,-4.6784983,-14.176376,-12.951424,2.9852538,11.246219,18.77645,28.576977,-3.3990028,3.6258197,-39.762974,-9.390631,43.14669,21.65577,-13.534291,4.4765043,-23.647963,-2.2818274,-16.503923,15.715391,-0.9078324,-44.964027,14.926564,27.059937,19.158314,17.59527,-19.967575,-9.85725,-25.061728,-16.107033,1.6232809,-9.382411,2.2431452,-10.189802,5.92719,-10.969386,7.0286713,2.4977264,-29.170565,15.391844,23.81298,19.55957,-12.60678,-2.4699945,10.456377,-15.357584,-2.4735768,-24.78766,-22.657463,-21.349281,-7.309481,-49.31783,16.558704,-1.2856328,9.433183,-2.771091,-9.823652,22.928732,-31.97511,-5.585967
751,-20.564617,6.368026,8.742191,0.7810093,-2.7229488,6.8791966,10.115593,-2.7242074,-0.06662184,5.6726947,-7.0017605,2.3288274,-19.89538,-7.8891616,-7.7172475,-13.084588,1.8952718,5.886791,-23.217445,3.7167926,21.213814,-14.395717,14.440588,8.332307,0.8047418,3.0497303,3.919223,-14.897085,-29.918533,3.5023646,11.511022,20.686625,-2.4586656,32.1721,6.197234,-11.201786,-8.741615,10.857418,-14.8723545,22.81507,15.221915,-5.884205,-7.8111343,5.1656246,-10.496923,7.8867807,5.7592473,-15.417348,-2.44797,-19.809969,22.743307,-15.138006,-4.714207,0.52798164,7.9343457,-0.35905668,-1.1466725,-1.3649001,-4.898118,-7.2393084,15.159025,-15.200233,-17.803612,-18.544186,-26.064482,16.087467,-2.8020504,-7.45953,13.012507,-0.93791586,-10.190855,-15.806557,-14.48794,-22.951714,21.100937,-8.934341,5.9620814,-22.545975,8.166267,-9.175449,-1.2591779,5.551899,4.332947,-9.52008,7.5563025,1.7945516,-2.284554,-1.3472209,-16.805878,-32.13637,-7.0603385,-19.424374,-3.5826612,-17.952341,1.6682065,0.02065131,-5.134967,16.169062,-24.00614
761,-2.240395,-9.519661,-0.2955932,-7.20367,-5.980168,-4.371747,-1.2169362,0.43232656,0.05916503,-6.3337264,-8.259799,0.6196165,-4.118008,8.771775,-4.740996,-4.9232616,10.649512,-3.5179806,18.12856,14.507571,-18.756615,-3.6902182,8.003048,-16.238081,10.763573,-14.871277,-14.384398,4.4666467,5.132675,9.412454,1.2896386,-19.316702,-2.7376316,-14.607945,-11.608849,1.9669467,-4.115958,3.5208683,5.6459293,-17.372084,-5.6031456,-3.5307233,7.4878635,5.949368,-2.4238102,-14.103315,-8.876162,13.824578,2.2750862,18.03178,-0.8162734,-13.762185,-11.084556,9.317847,10.07469,6.411718,15.425937,17.740038,-6.6232862,10.385705,1.162107,-7.062872,-5.704596,7.8848357,-5.7391233,-3.1915772,6.6451626,21.157938,9.764776,10.122718,11.281227,3.9959784,3.868464,-1.0721786,4.097677,-3.0879803,10.669481,28.570599,7.216086,-10.379912,-1.5000229,0.118277475,8.388365,0.58060545,15.925755,2.1853223,21.635427,13.441957,15.553921,10.212341,8.511916,-1.7685037,-7.794156,-2.0248723,-15.91954,-0.31674436,-3.2003973,-3.3869457,2.759058
764,24.071857,5.1550198,5.5517178,2.931331,3.2903528,0.5503085,10.34313,1.8525234,-5.4977117,-3.771593,-16.632225,28.751621,-14.52095,9.383453,6.7112103,-17.17931,31.544811,6.9258347,-15.314308,-3.3679008,12.296713,6.295335,-6.7655096,14.726028,-2.3299177,-7.4414673,-0.21323109,-11.938454,-4.780174,-4.285732,-4.736355,-6.1593046,4.081299,-8.372089,-11.40539,-3.005747,-3.7351632,-14.731492,-5.996245,-10.678009,-5.893166,17.352697,-6.9418573,24.102297,16.942806,-4.892754,-8.7852545,-18.921741,9.577286,10.949078,3.1374347,-24.185053,-15.267012,4.1265626,-2.14328,4.3203583,-14.759956,-15.2669735,7.060951,8.858355,24.207626,-16.408682,-7.3089805,-1.5251184,-27.590607,-6.4334607,5.0490413,-13.672735,-18.937113,-24.804329,-9.8436165,-3.4747941,-17.174011,-16.156826,11.195847,-6.5160384,-10.603784,7.6445994,0.74564475,-6.621144,-7.1072636,-1.8407284,-0.57395667,-8.057234,2.2237196,21.701523,-13.571535,-23.269775,-21.625599,-3.6900706,7.6619763,-7.077981,2.84181,16.222752,2.536841,17.192575,-14.040695,21.372175,8.260808
770,-26.915916,8.796548,1.6833401,11.081041,0.8103787,-4.7092237,14.171488,6.9578333,1.3561556,8.793758,-7.5278554,33.312782,-20.172117,-5.424861,5.0189447,-12.712804,29.572887,7.637479,-9.451024,22.533945,22.657005,-4.393978,17.776285,-11.144042,-13.136226,15.292104,15.883096,-11.301451,-39.202587,-19.63087,-15.5029,14.223246,3.0857863,17.695883,-6.3356886,-17.189941,-3.012794,-13.341292,-39.551674,4.7648153,-4.593956,5.723994,-7.969612,-2.731765,-19.881525,-0.32551706,-1.3772631,-4.732676,9.037775,-4.6820493,20.170828,-26.01924,-5.646351,-2.620541,-5.935169,-4.432557,2.0067565,-1.9708835,2.3898187,-11.370971,19.34807,-23.754665,-15.982143,-22.2023,-29.217491,26.96431,1.7718611,-9.107334,14.040409,-16.913094,-4.2429,-15.556654,-23.81489,-13.867417,17.308228,-4.3874874,14.546761,-4.26849,7.679713,-17.460169,7.9561462,5.6960144,3.4337826,-5.4094043,-2.9750159,-12.281933,9.887706,-0.85420156,-12.958666,-14.614859,-4.2773023,-8.749928,-0.05862862,-21.836918,-0.8286966,16.976204,-15.762056,28.206192,-29.020771
773,-16.650965,-0.1414742,2.4098408,7.4872727,-5.3594007,-3.740563,10.428265,1.912354,-3.6640394,-1.3900282,-12.0127,17.411352,-18.202534,-2.997801,-0.52180296,-7.9603043,20.431416,3.2185998,-18.680893,8.491543,15.137593,-2.825465,17.673155,7.08716,-3.4478834,10.83967,7.982453,-4.3203335,-22.543425,2.8445916,2.5738938,8.756269,7.1373825,16.96422,-3.1593306,-17.602364,-2.645607,0.6784326,-15.79552,15.841042,6.1214433,1.1143168,-7.5576487,9.893702,-10.034088,0.77762944,-2.5433419,-20.144192,-4.723623,-3.5147421,16.043365,-22.785183,-9.935692,-4.52847,-0.98693013,0.2797707,-5.5261846,9.781016,-2.057157,-4.8110414,24.605497,-19.50782,-8.320067,-21.93142,-26.965109,15.788265,3.562659,2.5467608,12.685844,-14.530909,-0.30296576,-14.381113,-17.28423,-18.734808,7.221536,-9.309918,-2.0181983,2.9216173,2.5047863,-12.995468,-2.145332,2.7645233,3.3095713,-14.813079,-3.1782756,-6.855331,-0.2912154,-4.2187014,-5.9400263,-15.768482,5.3766155,-11.633766,2.0025966,-16.79659,-2.9564376,16.89512,-11.542496,36.095383,-19.226212
775,-22.39194,49.948135,-11.779661,13.993473,19.942244,1.126313,18.299446,11.481628,14.893458,24.957996,21.928959,17.152271,-24.430162,-9.116541,16.26207,10.869279,-11.001568,9.776652,-28.155563,-17.466496,21.275484,-0.13507473,-4.850279,-3.1452713,-26.312866,18.978691,20.717415,-39.073242,-17.583248,-14.732774,-5.105686,25.517536,-6.2221656,2.6895905,-1.4113935,12.989552,17.382004,-20.64642,-35.87893,-2.358839,-16.849957,-5.830242,-14.053428,-9.699443,3.4822643,23.744999,24.181385,-27.140266,-4.423431,-19.87453,1.1843352,4.832507,5.980096,-3.7071295,-15.937568,-17.985826,-9.038558,-20.443909,9.891151,-1.3874937,-12.150328,-5.9846435,-9.704664,14.816164,-19.610094,4.7552896,-11.538492,-34.459637,-2.7429254,-8.178921,-28.067457,3.1834824,-14.643635,-8.885722,-3.978021,-4.976493,8.557276,-32.74095,25.291176,21.358465,19.87906,-10.747351,2.171694,-3.1361375,-6.3286633,0.7464143,-3.3537583,-31.732185,-15.663951,-23.58444,-13.495157,-4.5645,17.812428,2.4992857,23.06993,-21.346237,-9.975386,-14.158197,-33.316803
780,-13.684398,26.403204,-30.591125,-0.6749412,11.818627,-13.264524,-17.128822,-16.613476,-4.7912836,12.539948,28.86724,3.686184,-2.127182,-4.6766243,24.548595,0.10377455,-28.849848,10.482426,-8.43854,-33.838974,4.048142,5.2687764,3.6964018,6.103321,-15.679102,19.775629,24.395985,-12.82094,-12.623235,-28.539276,-8.752353,19.01149,-6.188712,-16.46712,17.81636,-1.0245427,22.74997,-24.071575,-9.7033205,-4.0697913,-14.590378,-9.453371,-13.955126,1.7004725,18.530481,14.459836,22.203556,-2.8711212,8.291958,-31.87127,-12.218214,34.381954,38.22323,-7.069397,-21.663927,-34.462677,2.1728091,-13.657917,25.333458,-6.285009,-41.18139,6.782283,26.531782,22.79551,12.9985075,-18.101557,-13.273029,-32.001606,-18.06312,-4.971006,-21.352375,0.6652609,-18.812962,-0.9833112,-14.073443,22.728428,-1.187109,-31.919024,22.907473,43.187737,22.13002,-12.090387,0.7874042,-0.22910303,-24.806679,-4.036874,-19.603985,-38.578587,-21.412502,-3.2676735,-49.11258,40.67417,11.225804,17.375927,6.948213,-0.16389942,-1.0381901,-29.149044,-10.252518
781,-18.276552,0.98076487,11.604279,-4.0414486,-7.581576,5.844055,2.9334147,-11.066315,-5.973155,0.86690855,-9.777354,-6.291401,-20.270325,-17.497025,-12.0809,-10.811461,-4.0877934,0.8449173,-23.315952,-9.81495,13.718487,-13.231606,23.071281,21.808563,17.090796,-2.5312872,-0.8922376,-6.754883,-22.041697,15.1484785,10.798414,16.429895,0.6366769,27.130653,14.575439,-9.784755,-9.490669,21.464828,4.1173687,35.75682,28.701513,-9.907034,-6.628381,15.632481,-8.488599,5.652786,3.1975603,-21.379253,-7.1892796,-27.795372,16.267458,-9.052029,-2.9791522,-5.2884855,12.624924,1.7315888,-6.4281516,-1.5104876,-7.218757,-2.6110969,10.113634,-9.947678,-9.813368,-16.321903,-19.50058,9.259018,1.2823708,-2.480797,0.47722352,-2.8707826,3.279806,-14.938547,-8.22619,-25.05737,18.70873,-7.8718677,2.978817,-16.035473,9.401531,-5.1706634,-4.408091,8.934729,9.4084635,-16.183653,7.2430463,2.6854181,-19.1278,1.9913425,-22.9349,-35.315514,-11.96802,-20.306835,-5.2982273,-8.6514225,-4.9173026,3.970027,1.540947,14.409008,-19.763405
782,-11.979463,0.2726965,9.0887165,-5.902173,-7.15562,2.9917066,1.9164084,-5.697974,-1.0742773,-1.3394465,-10.576771,4.4098606,-20.209057,-9.849951,-11.840757,-18.654217,10.416694,-0.74906373,-4.4473543,10.574783,-0.34973928,-12.162009,22.61609,-1.8173374,33.04084,-10.128181,-8.815893,-5.5474253,-19.735334,6.3132763,9.432617,0.11220759,-5.373738,10.169795,3.839613,-4.8646417,-9.31035,11.52841,-2.640222,3.0926883,23.91881,-6.683984,0.47818008,9.943565,-6.298096,-6.064141,-1.2312231,-3.120701,2.0197878,-20.426735,18.211037,-15.319693,-5.8474607,10.367966,3.7556674,4.7134843,-2.020645,3.3282528,-7.469289,-1.4157231,12.405269,-12.361797,-13.753564,-8.729383,-19.891882,4.819432,2.7518992,6.285714,13.237458,1.5541513,-0.93924737,-4.3011823,-22.593029,-15.610313,21.452862,-2.2283976,15.1145525,-6.908776,8.306777,-9.225273,-3.9917188,9.374816,4.184656,-5.1006966,12.217214,4.943351,5.983219,3.9144313,-15.6721735,-29.269384,-13.269938,-14.968155,-8.857616,-2.7819328,-15.976822,3.0389407,-0.1793416,5.1581645,-14.044926
783,-19.422253,8.193388,-30.508736,-5.982379,-4.402546,-22.163927,-29.947302,-28.043,-17.659302,5.4571137,19.461975,-0.08207247,9.154604,-5.943836,33.39741,-10.422396,-27.332949,5.562062,-2.8039937,-30.65915,10.0871725,2.4023764,5.7113647,12.874855,-17.502981,20.826385,27.038969,-4.894785,-23.451374,-31.556427,-11.472521,23.98719,1.2745314,-14.010817,23.68015,-15.785923,12.41669,-26.476027,-13.598638,2.2832613,-13.812751,-7.5564065,-14.799425,5.711854,14.778929,22.033985,10.090878,3.7053509,10.693985,-27.92329,-7.5128694,22.729397,52.250706,-11.60258,-14.788998,-32.769592,8.555134,-9.347172,29.340832,-3.3481119,-35.2991,3.1899428,27.630232,12.308079,21.316586,-14.334266,-13.169314,-28.626125,-16.094246,2.8433788,-16.179865,-14.490553,-20.62268,-4.9928465,-13.1141,33.008526,-1.3865557,-29.09064,24.865679,36.144913,20.691753,-9.454123,11.387545,-5.8993697,-23.880028,-8.18316,-19.31178,-30.260172,-23.899117,-2.6252034,-50.787476,42.62316,6.6415515,12.685939,5.7888927,10.515274,-0.8805947,-27.212425,-14.941993
786,-9.16053,-10.460635,20.486084,-3.7225266,-6.2996755,7.648978,-6.3733907,0.86878496,-1.3899986,4.9120474,-5.6489663,-4.4367876,-7.160787,-7.527123,-7.721358,-7.9884024,-6.476827,2.610773,15.172135,-9.313067,-14.264864,-9.809244,4.8486114,-2.7514753,11.038,-5.876277,11.27315,14.606334,-10.383158,-20.878805,-11.598694,-0.7148502,-0.69159,-16.51969,-4.386603,6.065874,-7.6909113,-9.5305395,1.4636964,-2.2141113,-3.1182601,-5.8739815,43.2128,9.855211,4.2468886,-6.851346,3.1768718,6.595542,12.6044445,-17.02181,-4.888876,-6.8913755,-1.9813216,-13.7438,16.415684,-6.3867736,-13.065168,-12.056466,1.4808574,14.903752,-20.625097,30.411457,-0.61795473,15.888465,4.2605085,-9.168023,33.699013,-6.3986607,-14.678223,-0.08867431,16.945372,22.697811,-6.3519907,21.547743,-0.0929055,19.445847,5.1482563,3.1509788,4.45899,-15.8864155,20.712616,13.692075,10.929962,11.399742,-4.9504547,-5.801645,-6.6412606,5.4523077,-3.3432927,2.3376098,-30.22789,-5.542378,-6.7434044,-1.7655282,-16.399101,0.50864094,7.4845576,-10.853805,9.77014
790,-21.294939,4.1465435,9.626877,-5.993926,10.341,9.834121,0.41089952,-1.401511,4.263005,20.291115,0.7175174,12.275762,-8.1327095,6.4200926,9.120233,-28.386358,-9.696447,45.07793,12.969956,-17.181437,18.047798,-27.075459,21.50176,4.350341,2.0711017,4.696126,21.521719,-6.4961634,-24.594982,-42.759907,-5.234512,19.784876,-31.611584,-12.111034,14.73077,4.9863505,-15.040685,-30.392271,-15.989964,-4.089429,-10.673309,-9.808889,0.44108385,15.877943,22.349434,-1.2942848,23.659138,16.807886,32.67159,-26.982687,15.611382,-8.218072,5.415192,-6.6462345,-3.272094,-23.853868,-6.9002852,-11.120856,27.115562,-15.670324,-32.35251,-12.160379,1.4989312,4.644674,-28.749664,-21.164972,14.782954,-30.59714,-11.8244705,8.910636,-19.87613,-6.1774006,-38.023247,-4.379346,8.449379,4.678108,3.9916964,-22.997318,19.682987,-0.49105954,13.401275,15.222306,2.68259,18.965424,-14.60641,2.1949937,-1.916628,-24.938808,-20.690403,-2.443074,-62.45774,10.774088,-10.799078,4.1365933,-13.263527,11.816322,11.148098,-16.29813,-1.9919537
791,-19.202356,10.301539,28.930075,12.4083185,5.4169946,9.723629,26.539938,14.271153,3.0601783,16.27894,-11.707592,11.824496,-28.634163,-16.982924,-11.655161,-3.5217583,9.076868,8.875782,-32.31163,-5.620943,23.829538,-9.775222,12.983885,4.6307306,-0.088968515,8.635305,2.091151,-18.459696,-11.540207,19.031761,16.543592,18.411062,-6.6649013,25.98682,0.42272758,-3.934339,-15.837865,-0.09056163,-18.963432,20.62771,6.539339,2.903873,-3.6024694,-2.446611,-11.323321,9.32759,10.271379,-29.910355,-10.813671,-16.745192,27.674248,-19.524014,-14.7069,-3.1980538,-1.0525544,1.5454265,-18.202099,-7.300713,-11.510756,-0.3073194,15.846889,-10.73964,-26.558125,-16.862324,-35.259567,14.420761,3.1725793,-13.484787,18.069426,2.8833838,-11.138641,-10.198949,-17.76934,-20.635977,4.1336536,-18.374735,9.380427,-24.916185,7.7656097,-13.31753,6.5299115,9.569166,7.2782254,-3.6750948,5.1854334,1.8996222,-3.9001355,-6.2807674,-9.324416,-30.532059,7.5634584,-29.901693,-5.883579,-18.024641,0.840732,-13.29799,-2.437692,15.7848425,-21.038065
795,-15.772178,-13.520123,-0.6608745,-3.517631,-11.298674,-12.681812,-25.766027,-1.5279232,-0.2820021,6.5903015,1.923522,-3.1789675,-1.5012612,-8.526142,4.4822564,-17.123638,-16.083035,6.613282,24.96192,-14.267252,-9.669871,-11.535075,3.407824,-2.870512,10.431495,0.11261231,23.028095,33.78528,-23.523094,-41.02028,-25.419682,7.676736,-6.724969,-24.447365,7.151781,-10.970928,-6.6597085,-23.943136,-6.156293,-5.2910504,-9.839655,-7.8468323,11.986539,9.627628,7.737671,-1.0143065,11.855675,16.166302,24.01482,-21.335398,-9.204967,3.407728,13.9881735,-17.404938,17.180714,-19.369324,-10.017048,-17.305088,29.73505,1.5262058,-35.174923,16.251163,23.662785,11.791137,25.900768,-14.514139,17.44622,-17.838142,-16.346558,-1.7292572,12.484058,8.166157,-16.871807,40.451748,1.9806559,29.636,7.882106,-5.308578,8.740615,-9.5605545,19.373869,27.94571,4.6754794,29.45941,-15.411716,-10.43467,-11.93909,-1.1904594,-12.323965,8.297256,-52.22753,14.013649,-6.3033915,1.8759805,-16.39212,10.115847,21.018728,-20.6382,8.317848
799,-15.657372,-11.501224,14.98587,2.960846,0.20848703,0.19527894,-12.799092,2.1723082,5.9722404,19.38931,-6.522992,-12.053311,9.904883,-19.633556,-9.139647,-10.644426,-22.700306,9.779308,14.910206,-20.382788,-14.462487,-16.861643,12.0364685,2.5279431,23.76331,2.309642,5.67445,13.04998,-9.856271,-20.037287,-13.524213,2.172944,-16.89861,-15.456566,15.161819,3.4595926,-11.222503,-3.9640274,8.049336,7.51796,3.4948328,-10.56387,9.860414,9.653256,5.7777386,2.150986,17.72619,5.460266,6.4240475,-36.279057,-7.83661,14.06917,4.713632,-20.747414,29.778814,-10.515107,-18.47813,-17.588879,9.72853,2.7689238,-37.16272,23.938377,8.878869,11.604762,11.191202,-16.57227,20.507198,-8.626908,-11.530396,-0.15324289,15.182918,15.031889,-8.298765,25.17424,-0.07306337,8.346429,6.939399,-8.581425,8.676668,-3.8826492,18.748547,7.726514,-2.4091496,33.169304,-7.067318,-5.685908,-17.523806,3.4427,-11.870951,-3.402752,-46.355183,-1.7317569,-13.140022,-3.1386735,-19.46405,-6.02265,46.035305,-22.681675,4.448038
804,-14.8945875,-10.355761,8.665596,3.2784562,-2.0429935,-4.5240235,-16.351032,2.428029,4.952132,16.895447,-2.0941203,-7.8557577,7.0859013,-12.46138,-4.144648,-17.934843,-19.266037,10.386728,16.962772,-13.194632,-10.78238,-16.308977,4.0434237,-3.4589806,14.189966,0.2634931,9.591664,13.145658,-17.303848,-30.111681,-15.912365,4.3679585,-14.807973,-14.8274555,11.778099,-1.8929611,-10.576168,-14.635385,-1.5530107,-2.621946,-3.7751296,-8.09679,10.31546,7.7665462,6.3761396,3.5105526,17.604776,12.996566,15.288182,-28.71683,-2.0534086,8.553722,9.612667,-13.172467,26.642597,-10.34245,-13.902691,-20.676828,22.188517,0.18435016,-35.08007,17.40271,8.287161,9.956985,14.029774,-15.661559,14.393515,-14.474353,-7.9946804,3.3832967,6.7976875,12.115162,-16.386068,29.552666,2.3068748,13.294677,6.2817063,-13.981102,9.512234,-4.95305,16.939411,14.773027,-2.8732,38.061333,-7.157425,-4.1813297,-11.175871,0.27032387,-14.704288,0.09600487,-48.016243,0.31001747,-10.702956,-3.282198,-16.101776,-1.254044,36.34549,-26.485914,7.5557876
814,0.8359865,-13.597807,3.3372133,1.1604686,0.64454186,-4.7377086,0.06069775,2.9277124,-8.698278,-4.2203517,-6.9558916,-7.164647,-1.692193,-2.558766,-8.395503,7.060308,8.9791765,-5.7990475,4.832324,5.354396,-17.261404,6.0690813,-1.0224352,-8.427026,-2.0652993,-4.094276,-11.281548,0.20101017,24.197756,27.727108,11.361942,-14.965756,1.9790555,-8.931729,-7.890394,-3.1816032,-2.780458,1.859837,9.298379,-2.495653,-3.6411588,2.5118337,5.417896,7.920453,-4.6281977,-6.3484197,-5.895134,3.8475404,-16.493975,21.086292,3.1028862,-6.9259553,-9.357086,-5.0414834,10.71703,22.035976,19.554848,23.146864,-8.357346,6.6529365,4.3133783,-3.250553,-5.6712985,-1.7367918,-1.3343358,-3.2900877,2.7557352,22.920305,22.997545,18.650145,15.041966,1.5411253,13.683245,-3.204253,-18.162968,-7.896664,-3.8995543,18.73809,-4.285757,-5.188229,-8.196589,1.0074145,6.3767176,-3.9870949,4.2184005,-5.3279076,10.807652,11.878855,33.412426,21.840218,27.378717,-9.560486,-2.673469,-12.49784,-6.474098,-1.536633,-0.8136414,1.4022388,6.779099
817,-6.2788353,23.199543,9.185381,21.241697,35.25935,15.234224,30.496227,18.01084,12.965405,43.321217,8.444285,13.0485115,-9.477085,-4.271146,9.7238035,-3.6315863,-1.0208194,21.064152,-6.7623277,-21.649538,12.972736,-11.018943,-1.6732924,-11.594181,-6.052708,0.7820741,9.008963,-28.361858,3.794866,-18.376713,-2.060831,-3.5964024,-29.307224,-12.196977,-13.132184,25.252987,-3.502656,-22.801666,-16.263182,-10.022327,-23.548317,-1.1910827,-4.6455903,0.13457066,11.173483,7.9364624,28.446405,0.045866907,10.629215,-14.932428,3.6937504,1.3726346,-12.833877,-5.418792,-5.453591,-10.9335575,-19.43848,-22.544292,-1.5034177,9.342035,-24.02015,6.977478,-17.977787,22.050156,-31.077291,-10.493638,2.7937226,-31.668404,-11.048695,-0.53681356,-22.859161,21.370192,-18.397331,0.34142935,-7.2869716,-14.369929,3.9289968,-22.750887,15.160647,7.0104365,22.39749,-13.541391,-7.01952,19.537329,4.7642946,6.283251,-3.1275964,-28.03073,-16.511852,-2.120121,-24.998716,-5.1572075,7.2690263,9.568588,7.012782,-14.3656025,5.1190853,-25.32025,-6.378247
